Team,Player,Tournament,Matches,Batting Innings,Not Out,Runds Scored,Highest Score,Batting Average,Balls Faced,Batting Strike Rate,100,50,0,4s,6s,Bowling Innings,Overs Bowled,Maidens Bowled,Runs Conceded,Wickets Taken,Bowling Average,Bowling Economy Rate,Bowling Strike Rate,4+ Innings Wickets,5+ Innings Wickets,Catches Taken,Stumpings Made,Price
Sunrisers Hyderabad,A Ashish Reddy,2016,4,3,1,47,2,23.5,29,162.06,0,0,0,2,4,2,3.5,0,39,1,39,10.17,23,0,0,1,0,3000000
Royal Challengers Bangalore,A Choudhary,2017,5,3,2,25,2,25,20,125,0,0,0,1,1,5,16.5,2,144,5,28.8,8.55,20.2,0,0,0,0,3000000
Mumbai Indians,A Dananjaya,2018,1,1,1,4,2,0,5,80,0,0,0,0,0,1,4,0,47,0,0,11.75,0,0,0,0,0,5000000
Delhi Daredevils,A Mishra,2016,14,2,0,4,2,2,14,28.57,0,0,0,0,0,14,46,0,344,13,26.46,7.47,21.2,1,0,3,0,35000000
Delhi Daredevils,A Mishra,2017,14,6,5,49,2,49,52,94.23,0,0,0,2,2,14,38.5,1,343,10,34.3,8.83,23.3,0,0,3,0,40000000
Delhi Daredevils,A Mishra,2018,10,1,1,1,2,0,2,50,0,0,0,0,0,10,37,1,264,12,22,7.13,18.5,0,0,0,0,45000000
Delhi Capitals,A Mishra,2019,11,4,2,21,2,10.5,24,87.5,0,0,0,2,0,11,40,0,270,11,24.54,6.75,21.8,0,0,1,0,45000000
Sunrisers Hyderabad,A Nehra,2016,8,2,2,1,2,0,1,100,0,0,0,0,0,8,26,1,199,9,22.11,7.65,17.3,0,0,1,0,55000000
Sunrisers Hyderabad,A Nehra,2017,6,2,2,0,2,0,0,0,0,0,0,0,0,6,21.1,0,197,8,24.62,9.3,15.8,0,0,1,0,60000000
Rising Pune Supergiants,A Zampa,2016,5,1,0,0,2,0,1,0,0,0,1,0,0,5,17,0,115,12,9.58,6.76,8.5,0,1,0,0,3000000
Rising Pune Supergiant,A Zampa,2017,6,1,0,5,2,5,7,71.42,0,0,0,1,0,6,19.5,0,163,7,23.28,8.21,17,0,0,0,0,5000000
Royal Challengers Bangalore,AB de Villiers,2016,16,16,3,687,2,52.84,407,168.79,1,6,1,57,37,0,0,0,0,0,0,0,0,0,0,19,0,110000000
Royal Challengers Bangalore,AB de Villiers,2017,9,9,1,216,2,27,163,132.51,0,1,0,12,16,0,0,0,0,0,0,0,0,0,0,6,0,110000000
Royal Challengers Bangalore,AB de Villiers,2018,12,11,2,480,2,53.33,275,174.54,0,6,0,39,30,0,0,0,0,0,0,0,0,0,0,6,0,110000000
Royal Challengers Bangalore,AB de Villiers,2019,13,13,3,442,2,44.2,287,154,0,5,0,31,26,0,0,0,0,0,0,0,0,0,0,6,0,110000000
Rising Pune Supergiants,AB Dinda,2016,9,0,0,0,2,0,0,0,0,0,0,0,0,9,30.3,2,231,11,21,7.57,16.6,0,0,0,0,5000000
Rising Pune Supergiant,AB Dinda,2017,3,1,0,7,2,7,7,100,0,0,0,1,0,3,10,0,119,1,119,11.9,60,0,0,0,0,5000000
Delhi Daredevils,Abhishek Sharma,2018,3,3,2,63,2,63,33,190.9,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,5500000
Sunrisers Hyderabad,Abhishek Sharma,2019,3,3,1,9,2,4.5,9,100,0,0,0,1,0,2,2,0,21,1,21,10.5,12,0,0,1,0,5500000
Sunrisers Hyderabad,AD Hales,2018,6,6,0,148,2,24.66,118,125.42,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,2,0,15000000
Delhi Daredevils,AD Mathews,2017,3,2,0,32,2,16,27,118.51,0,0,0,2,1,2,5,0,56,0,0,11.2,0,0,0,2,0,20000000
Gujarat Lions,AD Nath,2016,4,3,0,20,2,6.66,27,74.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
Gujarat Lions,AD Nath,2017,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
Kings XI Punjab,AD Nath,2018,1,1,0,9,2,9,13,69.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000
Royal Challengers Bangalore,AD Nath,2019,8,5,0,61,2,12.2,57,107.01,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,36000000
Kolkata Knight Riders,AD Russell,2016,12,8,1,188,2,26.85,114,164.91,0,0,0,10,15,12,36.3,0,291,15,19.4,7.97,14.6,1,0,2,0,120000000
Kolkata Knight Riders,AD Russell,2018,16,14,3,316,2,28.72,171,184.79,0,1,1,17,31,15,37.5,0,355,13,27.3,9.38,17.4,0,0,8,0,120000000
Kolkata Knight Riders,AD Russell,2019,14,13,4,510,2,56.66,249,204.81,0,4,1,31,52,12,30.1,0,287,11,26.09,9.51,16.4,0,0,4,0,120000000
Royal Challengers Bangalore,AF Milne,2016,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,43,1,43,10.75,24,0,0,1,0,32000000
Royal Challengers Bangalore,AF Milne,2017,4,3,1,7,2,3.5,12,58.33,0,0,0,0,0,4,14,0,134,3,44.66,9.57,28,0,0,4,0,19000000
Gujarat Lions,AJ Finch,2016,13,12,2,393,2,39.3,299,131.43,0,5,2,45,11,0,0,0,0,0,0,0,0,0,0,3,0,10000000
Gujarat Lions,AJ Finch,2017,13,13,1,299,2,24.91,180,166.11,0,2,1,25,19,0,0,0,0,0,0,0,0,0,0,5,0,62000000
Kings XI Punjab,AJ Finch,2018,10,9,1,134,2,16.75,100,134,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,4,0,44000000
Rajasthan Royals,AJ Turner,2019,4,4,1,3,2,1,10,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
Gujarat Lions,AJ Tye,2017,6,3,1,53,2,26.5,30,176.66,0,0,0,4,3,6,21,0,141,12,11.75,6.71,10.5,0,1,0,0,72000000
Kings XI Punjab,AJ Tye,2018,14,8,2,32,2,5.33,38,84.21,0,0,2,2,1,14,56,0,448,24,18.66,8,14,3,0,5,0,40000000
Kings XI Punjab,AJ Tye,2019,6,1,1,0,2,0,2,0,0,0,0,0,0,6,22,0,233,3,77.66,10.59,44,0,0,2,0,10000000
Rising Pune Supergiants,AM Rahane,2016,14,14,3,480,2,43.63,379,126.64,0,6,2,54,9,0,0,0,0,0,0,0,0,0,0,7,0,40000000
Rising Pune Supergiant,AM Rahane,2017,16,16,1,382,2,25.46,323,118.26,0,2,2,35,9,0,0,0,0,0,0,0,0,0,0,6,0,40000000
Rajasthan Royals,AM Rahane,2018,15,14,1,370,2,28.46,313,118.21,0,1,0,39,5,0,0,0,0,0,0,0,0,0,0,4,0,20000000
Rajasthan Royals,AM Rahane,2019,14,13,1,393,2,32.75,285,137.89,1,1,1,45,9,0,0,0,0,0,0,0,0,0,0,5,0,20000000
Rising Pune Supergiants,Ankit Sharma,2016,3,1,1,3,2,0,3,100,0,0,0,0,0,3,11,0,84,1,84,7.63,66,0,0,1,0,1000000
Rising Pune Supergiant,Ankit Sharma,2017,1,1,0,25,2,25,15,166.66,0,0,0,2,1,1,1,0,16,0,0,16,0,0,0,0,0,2000000
Rajasthan Royals,Ankit Sharma,2018,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,11,0,0,11,0,0,0,0,0,2000000
Gujarat Lions,Ankit Soni,2017,7,3,1,7,2,3.5,9,77.77,0,0,2,0,1,6,18.1,0,144,2,72,7.92,54.5,0,0,1,0,2000000
Kings XI Punjab,Anureet Singh,2016,2,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,43,0,0,7.16,0,0,0,0,0,3000000
Kings XI Punjab,Anureet Singh,2017,1,1,0,15,2,15,12,125,0,0,0,2,0,1,2,0,26,0,0,13,0,0,0,0,0,3000000
Rajasthan Royals,Anureet Singh,2018,3,1,1,3,2,0,4,75,0,0,0,0,0,3,4,0,42,1,42,10.5,24,0,0,1,0,3000000
Sunrisers Hyderabad,AP Tare,2016,3,2,0,8,2,4,15,53.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2500000
Delhi Daredevils,AP Tare,2017,3,3,0,18,2,6,23,78.26,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
Delhi Daredevils,AR Bawne,2017,1,1,1,12,2,0,12,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
Kings XI Punjab,AR Patel,2016,14,10,3,111,2,15.85,77,144.15,0,0,2,4,8,14,47.5,0,388,13,29.84,8.11,22,1,0,2,0,40000000
Kings XI Punjab,AR Patel,2017,14,13,5,227,2,28.37,162,140.12,0,0,1,11,11,14,48,0,362,15,24.13,7.54,19.2,0,0,7,0,40000000
Kings XI Punjab,AR Patel,2018,9,8,2,80,2,13.33,69,115.94,0,0,0,3,4,8,26,0,218,3,72.66,8.38,52,0,0,2,0,50000000
Delhi Capitals,AR Patel,2019,14,12,6,110,2,18.33,88,125,0,0,1,10,3,14,51,0,364,10,36.4,7.13,30.6,0,0,9,0,50000000
Kings XI Punjab,Arshdeep Singh,2019,3,0,0,0,2,0,0,0,0,0,0,0,0,3,10,0,109,3,36.33,10.9,20,0,0,0,0,2000000
Mumbai Indians,AS Joseph,2019,3,2,2,15,2,0,13,115.38,0,0,0,2,0,3,8.4,1,87,6,14.5,10.03,8.6,0,1,1,0,20000000
Kolkata Knight Riders,AS Rajpoot,2016,4,0,0,0,2,0,0,0,0,0,0,0,0,4,11,0,98,3,32.66,8.9,22,0,0,0,0,15000000
Kolkata Knight Riders,AS Rajpoot,2017,5,1,0,4,2,4,7,57.14,0,0,0,1,0,5,14,0,107,4,26.75,7.64,21,0,0,1,0,30000000
Kings XI Punjab,AS Rajpoot,2018,8,3,0,11,2,3.66,18,61.11,0,0,0,1,0,8,26.1,1,223,11,20.27,8.52,14.2,0,1,2,0,15000000
Kings XI Punjab,AS Rajpoot,2019,4,0,0,0,2,0,0,0,0,0,0,0,0,4,16,0,152,3,50.66,9.5,32,0,0,1,0,10000000
Mumbai Indians,AS Roy,2019,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,11,1,11,5.5,12,0,0,0,0,2000000
Mumbai Indians,AT Rayudu,2016,13,12,1,334,2,30.36,278,120.14,0,2,1,28,12,0,0,0,0,0,0,0,0,0,0,4,0,20000000
Mumbai Indians,AT Rayudu,2017,5,5,0,91,2,18.2,78,116.66,0,1,1,7,3,0,0,0,0,0,0,0,0,0,0,3,0,22000000
Chennai Super Kings,AT Rayudu,2018,16,16,2,602,2,43,402,149.75,1,3,1,53,34,0,0,0,0,0,0,0,0,0,0,2,0,40000000
Chennai Super Kings,AT Rayudu,2019,17,17,5,282,2,23.5,303,93.06,0,1,2,20,7,0,0,0,0,0,0,0,0,0,0,6,0,67500000
Royal Challengers Bangalore,Avesh Khan,2017,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,23,1,23,5.75,24,0,0,0,0,7000000
Delhi Daredevils,Avesh Khan,2018,6,0,0,0,2,0,0,0,0,0,0,0,0,6,19,0,204,4,51,10.73,28.5,0,0,3,0,20000000
Delhi Capitals,Avesh Khan,2019,1,1,1,4,2,0,3,133.33,0,0,0,1,0,1,3,0,30,0,0,10,0,0,0,1,0,40000000
Sunrisers Hyderabad,B Kumar,2016,17,8,2,43,2,7.16,27,159.25,0,0,0,6,1,17,66,3,490,23,21.3,7.42,17.2,1,0,6,0,42000000
Sunrisers Hyderabad,B Kumar,2017,14,2,1,4,2,4,4,100,0,0,1,0,0,14,52.2,0,369,26,14.19,7.05,12,0,1,4,0,42000000
Sunrisers Hyderabad,B Kumar,2018,12,4,2,13,2,6.5,16,81.25,0,0,1,1,0,12,46.1,1,354,9,39.33,7.66,30.7,0,0,2,0,42000000
Sunrisers Hyderabad,B Kumar,2019,15,5,2,12,2,4,19,63.15,0,0,0,1,0,15,59,1,461,13,35.46,7.81,27.2,0,0,4,0,42000000
Rajasthan Royals,B Laughlin,2018,7,2,1,1,2,1,4,25,0,0,1,0,0,7,20.5,0,211,9,23.44,10.12,13.8,0,0,1,0,5000000
Royal Challengers Bangalore,B Stanlake,2017,2,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,70,2,35,8.75,24,0,0,1,0,3000000
Sunrisers Hyderabad,B Stanlake,2018,4,1,1,5,2,0,2,250,0,0,0,1,0,4,16,0,130,5,26,8.12,19.2,0,0,0,0,5000000
Rising Pune Supergiant,BA Stokes,2017,12,11,1,316,2,31.6,221,142.98,1,1,0,22,15,12,44,1,316,12,26.33,7.18,22,0,0,5,0,145000000
Rajasthan Royals,BA Stokes,2018,13,13,1,196,2,16.33,161,121.73,0,0,1,13,6,12,37,1,303,8,37.87,8.18,27.7,0,0,6,0,125000000
Rajasthan Royals,BA Stokes,2019,9,9,3,123,2,20.5,99,124.24,0,0,1,8,4,6,16.5,0,189,6,31.5,11.22,16.8,0,0,3,0,120000000
Gujarat Lions,Basil Thampi,2017,12,5,5,28,2,0,28,100,0,0,0,1,1,12,44.4,0,424,11,38.54,9.49,24.3,0,0,2,0,8500000
Sunrisers Hyderabad,Basil Thampi,2018,4,2,1,3,2,3,6,50,0,0,0,0,0,4,10.1,0,114,5,22.8,11.21,12.2,0,0,2,0,9500000
Sunrisers Hyderabad,Basil Thampi,2019,3,1,1,1,2,0,1,100,0,0,0,0,0,3,12,0,110,0,0,9.16,0,0,0,0,0,9500000
Gujarat Lions,BB McCullum,2016,16,16,0,354,2,22.12,262,135.11,0,1,1,38,16,0,0,0,0,0,0,0,0,0,0,0,0,32500000
Gujarat Lions,BB McCullum,2017,11,11,0,319,2,29,217,147,0,2,0,29,18,0,0,0,0,0,0,0,0,0,0,8,0,36000000
Royal Challengers Bangalore,BB McCullum,2018,6,6,0,127,2,21.16,88,144.31,0,0,1,16,6,0,0,0,0,0,0,0,0,0,0,1,0,33000000
Sunrisers Hyderabad,BB Sran,2016,14,4,4,4,2,0,4,100,0,0,0,0,0,14,49.3,0,413,14,29.5,8.34,21.2,0,0,2,0,12000000
Sunrisers Hyderabad,BB Sran,2017,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,29,0,0,14.5,0,0,0,0,0,22000000
Kings XI Punjab,BB Sran,2018,6,4,3,3,2,3,7,42.85,0,0,0,0,0,6,22,0,229,4,57.25,10.4,33,0,0,2,0,34000000
Mumbai Indians,BB Sran,2019,2,1,1,3,2,0,3,100,0,0,0,0,0,2,4,0,51,0,0,12.75,0,0,0,0,0,34000000
Sunrisers Hyderabad,BCJ Cutting,2016,4,4,2,65,2,32.5,34,191.17,0,0,1,4,6,4,11.1,0,80,5,16,7.16,13.4,0,0,1,0,5000000
Sunrisers Hyderabad,BCJ Cutting,2017,4,3,1,51,2,25.5,26,196.15,0,0,0,5,3,4,12.4,0,123,1,123,9.71,76,0,0,1,0,22000000
Mumbai Indians,BCJ Cutting,2018,9,6,2,96,2,24,58,165.51,0,0,0,5,8,7,17,0,168,2,84,9.88,51,0,0,7,0,22000000
Mumbai Indians,BCJ Cutting,2019,3,3,1,18,2,9,17,105.88,0,0,0,1,1,1,2,0,27,1,27,13.5,12,0,0,0,0,7500000
Sunrisers Hyderabad,Bipul Sharma,2016,7,4,2,51,2,25.5,25,204,0,0,0,1,5,6,14,0,121,3,40.33,8.64,28,0,0,2,0,2000000
Sunrisers Hyderabad,Bipul Sharma,2017,7,3,2,31,2,31,24,129.16,0,0,0,2,1,7,16.2,0,129,3,43,7.89,32.6,0,0,1,0,2000000
Kolkata Knight Riders,C de Grandhomme,2017,12,9,1,126,2,15.75,92,136.95,0,0,3,10,6,9,16,0,135,4,33.75,8.43,24,0,0,2,0,22000000
Royal Challengers Bangalore,C de Grandhomme,2018,9,8,3,131,2,26.2,84,155.95,0,0,0,4,10,7,15,0,129,2,64.5,8.6,45,0,0,3,0,22000000
Royal Challengers Bangalore,C de Grandhomme,2019,4,4,1,46,2,15.33,49,93.87,0,0,0,4,2,3,5,0,55,0,0,11,0,0,0,1,0,22000000
Kolkata Knight Riders,C Munro,2016,4,3,0,30,2,10,30,100,0,0,0,3,0,2,2,0,15,0,0,7.5,0,0,0,2,0,3000000
Delhi Daredevils,C Munro,2018,5,5,0,63,2,12.6,41,153.65,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,2,0,19000000
Delhi Capitals,C Munro,2019,4,4,0,84,2,21,70,120,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,19000000
Delhi Capitals,CA Ingram,2019,12,12,2,184,2,18.4,154,119.48,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,1,0,64000000
Kolkata Knight Riders,CA Lynn,2016,2,2,1,25,2,25,22,113.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50000000
Kolkata Knight Riders,CA Lynn,2017,7,7,1,295,2,49.16,163,180.98,0,3,0,25,19,0,0,0,0,0,0,0,0,0,0,2,0,96000000
Kolkata Knight Riders,CA Lynn,2018,16,16,1,491,2,32.73,377,130.23,0,3,1,56,18,0,0,0,0,0,0,0,0,0,0,3,0,96000000
Kolkata Knight Riders,CA Lynn,2019,13,13,0,405,2,31.15,290,139.65,0,4,2,41,22,0,0,0,0,0,0,0,0,0,0,1,0,20000000
Royal Challengers Bangalore,CH Gayle,2016,10,10,0,227,2,22.7,150,151.33,0,2,1,17,21,4,10,0,63,2,31.5,6.3,30,0,0,4,0,20000000
Royal Challengers Bangalore,CH Gayle,2017,9,9,0,200,2,22.22,163,122.69,0,1,2,15,14,0,0,0,0,0,0,0,0,0,0,2,0,20000000
Kings XI Punjab,CH Gayle,2018,11,11,2,368,2,40.88,252,146.03,1,3,1,30,27,0,0,0,0,0,0,0,0,0,0,2,0,20000000
Kings XI Punjab,CH Gayle,2019,13,13,1,490,2,40.83,319,153.6,0,4,0,45,34,0,0,0,0,0,0,0,0,0,0,0,0,20000000
Delhi Daredevils,CH Morris,2016,12,7,4,195,2,65,109,178.89,0,1,1,15,12,12,44,0,308,13,23.69,7,20.3,0,0,8,0,80000000
Delhi Daredevils,CH Morris,2017,9,9,4,154,2,30.8,94,163.82,0,1,0,15,6,9,31,0,240,12,20,7.74,15.5,1,0,5,0,90000000
Delhi Daredevils,CH Morris,2018,4,4,3,46,2,46,26,176.92,0,0,0,3,2,4,14,0,143,3,47.66,10.21,28,0,0,2,0,100000000
Delhi Capitals,CH Morris,2019,9,6,0,32,2,5.33,37,86.48,0,0,3,1,2,9,33,0,306,13,23.53,9.27,15.2,0,0,4,0,100000000
Delhi Daredevils,CJ Anderson,2017,11,11,4,142,2,20.28,123,115.44,0,0,1,8,9,8,18.5,0,186,3,62,9.87,37.6,0,0,5,0,10000000
Royal Challengers Bangalore,CJ Anderson,2018,3,3,0,17,2,5.66,22,77.27,0,0,1,0,1,3,8.4,0,115,3,38.33,13.26,17.3,0,0,0,0,10000000
Delhi Daredevils,CJ Dala,2018,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,34,0,0,11.33,0,0,0,0,0,1000000
Royal Challengers Bangalore,CJ Jordan,2016,9,1,0,3,2,3,4,75,0,0,0,0,0,9,28,0,258,11,23.45,9.21,15.2,1,0,4,0,5000000
Sunrisers Hyderabad,CJ Jordan,2017,1,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,9,1,9,9,6,0,0,0,0,10000000
Sunrisers Hyderabad,CJ Jordan,2018,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,31,0,0,7.75,0,0,0,0,0,30000000
Delhi Daredevils,CR Brathwaite,2016,8,6,0,83,2,13.83,38,218.42,0,0,0,6,8,8,23.1,0,189,7,27,8.15,19.8,0,0,3,0,42000000
Delhi Daredevils,CR Brathwaite,2017,2,2,0,12,2,6,15,80,0,0,0,2,0,2,6,0,67,1,67,11.16,36,0,0,0,0,20000000
Sunrisers Hyderabad,CR Brathwaite,2018,4,4,1,75,2,25,48,156.25,0,0,0,1,8,4,10.1,0,94,5,18.8,9.24,12.2,0,0,2,0,50000000
Kolkata Knight Riders,CR Brathwaite,2019,2,2,0,11,2,5.5,10,110,0,0,0,1,0,2,3,0,29,0,0,9.66,0,0,0,0,0,50000000
Kolkata Knight Riders,CR Woakes,2017,13,7,3,46,2,11.5,47,97.87,0,0,0,4,1,13,44,0,386,17,22.7,8.77,15.5,0,0,6,0,74000000
Royal Challengers Bangalore,CR Woakes,2018,5,4,2,17,2,8.5,19,89.47,0,0,0,1,1,5,18.2,0,190,8,23.75,10.36,13.7,0,0,1,0,15000000
Kings XI Punjab,CV Varun,2019,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,35,1,35,11.66,18,0,0,0,0,1000000
Royal Challengers Bangalore,D Wiese,2016,1,1,1,5,2,0,4,125,0,0,0,0,0,1,4,0,49,0,0,12.25,0,0,0,1,0,25000000
Kings XI Punjab,DA Miller,2016,14,13,3,161,2,16.1,131,122.9,0,0,1,11,4,0,0,0,0,0,0,0,0,0,0,10,0,30000000
Kings XI Punjab,DA Miller,2017,5,4,1,83,2,27.66,80,103.75,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,30000000
Kings XI Punjab,DA Miller,2018,3,3,1,74,2,37,64,115.62,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,30000000
Kings XI Punjab,DA Miller,2019,10,10,2,213,2,26.62,164,129.87,0,1,0,19,7,0,0,0,0,0,0,0,0,0,0,7,0,7500000
Sunrisers Hyderabad,DA Warner,2016,17,17,3,848,2,60.57,560,151.42,0,9,1,88,31,0,0,0,0,0,0,0,0,0,0,4,0,60000000
Sunrisers Hyderabad,DA Warner,2017,14,14,3,641,2,58.27,452,141.81,1,4,0,63,26,0,0,0,0,0,0,0,0,0,0,10,0,60000000
Sunrisers Hyderabad,DA Warner,2019,12,12,2,692,2,69.2,481,143.86,1,8,0,57,21,0,0,0,0,0,0,0,0,0,0,2,0,60000000
Gujarat Lions,DJ Bravo,2016,15,13,5,99,2,12.37,82,120.73,0,0,1,11,1,15,56,0,494,17,29.05,8.82,19.7,1,0,6,0,64000000
Chennai Super Kings,DJ Bravo,2018,16,10,6,141,2,35.25,91,154.94,0,1,1,8,10,16,53.3,1,533,14,38.07,9.96,22.9,0,0,9,0,50000000
Chennai Super Kings,DJ Bravo,2019,12,9,4,80,2,16,66,121.21,0,0,0,6,3,12,41.1,0,330,11,30,8.01,22.4,0,0,5,0,4000000
Sunrisers Hyderabad,DJ Hooda,2016,17,15,1,144,2,10.28,121,119,0,0,0,9,5,6,13,0,97,3,32.33,7.46,26,0,0,3,0,42000000
Sunrisers Hyderabad,DJ Hooda,2017,10,6,3,78,2,26,52,150,0,0,0,5,4,3,4,0,42,2,21,10.5,12,0,0,5,0,36000000
Sunrisers Hyderabad,DJ Hooda,2018,9,8,4,87,2,21.75,81,107.4,0,0,0,2,3,2,3,0,24,0,0,8,0,0,0,3,0,20000000
Sunrisers Hyderabad,DJ Hooda,2019,11,7,1,64,2,10.66,63,101.58,0,0,1,5,1,2,2,0,21,1,21,10.5,12,0,0,10,0,5000000
Chennai Super Kings,DJ Willey,2018,3,0,0,0,2,0,0,0,0,0,0,0,0,3,10,0,95,2,47.5,9.5,30,0,0,2,0,10000000
Rajasthan Royals,DJM Short,2018,7,7,0,115,2,16.42,99,116.16,0,0,0,11,5,2,3,0,19,1,19,6.33,18,0,0,2,0,40000000
Rising Pune Supergiants,DL Chahar,2016,2,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,41,0,0,8.2,0,0,0,1,0,1000000
Rising Pune Supergiant,DL Chahar,2017,3,1,0,14,2,14,6,233.33,0,0,0,0,2,3,7,0,74,1,74,10.57,42,0,0,0,0,8000000
Chennai Super Kings,DL Chahar,2018,12,4,1,50,2,16.66,29,172.41,0,0,1,1,4,12,38.1,1,278,10,27.8,7.28,22.9,0,0,1,0,20000000
Chennai Super Kings,DL Chahar,2019,17,2,0,7,2,3.5,9,77.77,0,0,1,1,0,17,64.3,2,482,22,21.9,7.47,17.5,0,0,2,0,40000000
Kolkata Knight Riders,DM Bravo,2017,1,1,1,6,2,0,5,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
Chennai Super Kings,DR Shorey,2018,1,1,0,8,2,8,9,88.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000000
Chennai Super Kings,DR Shorey,2019,1,1,0,5,2,5,8,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
Gujarat Lions,DR Smith,2016,12,12,1,324,2,29.45,221,146.6,0,3,1,35,16,8,18,0,153,8,19.12,8.5,13.5,1,0,7,0,23000000
Gujarat Lions,DR Smith,2017,12,12,1,239,2,21.72,156,153.2,0,2,2,32,8,9,13,0,148,2,74,11.38,39,0,0,3,0,23000000
Gujarat Lions,DS Kulkarni,2016,14,5,3,27,2,13.5,16,168.75,0,0,0,3,0,14,49,4,364,18,20.22,7.42,16.3,1,0,2,0,20000000
Gujarat Lions,DS Kulkarni,2017,6,1,0,1,2,1,2,50,0,0,0,0,0,6,18.5,0,173,3,57.66,9.18,37.6,0,0,1,0,20000000
Rajasthan Royals,DS Kulkarni,2018,8,2,1,6,2,6,7,85.71,0,0,0,0,0,8,19.5,0,188,4,47,9.47,29.7,0,0,1,0,7500000
Rajasthan Royals,DS Kulkarni,2019,10,1,1,5,2,0,3,166.66,0,0,0,1,0,10,35,1,335,6,55.83,9.57,35,0,0,5,0,7500000
Rising Pune Supergiant,DT Christian,2017,13,9,4,79,2,15.8,49,161.22,0,0,0,5,5,13,40,0,298,11,27.09,7.45,21.8,0,0,6,0,10000000
Delhi Daredevils,DT Christian,2018,4,3,1,26,2,13,33,78.78,0,0,0,0,1,4,11.5,0,101,4,25.25,8.53,17.7,0,0,0,0,15000000
Gujarat Lions,DW Steyn,2016,1,1,0,1,2,1,2,50,0,0,0,0,0,1,2,0,17,0,0,8.5,0,0,0,0,0,23000000
Royal Challengers Bangalore,DW Steyn,2019,2,1,1,0,2,0,0,0,0,0,0,0,0,2,8,0,69,4,17.25,8.62,12,0,0,0,0,20000000
Mumbai Indians,E Lewis,2018,13,13,0,382,2,29.38,276,138.4,0,2,2,32,24,0,0,0,0,0,0,0,0,0,0,3,0,38000000
Mumbai Indians,E Lewis,2019,3,3,0,48,2,16,52,92.3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,20000000
Sunrisers Hyderabad,EJG Morgan,2016,7,6,1,123,2,24.6,105,117.14,0,1,1,8,4,0,0,0,0,0,0,0,0,0,0,3,0,20000000
Kings XI Punjab,EJG Morgan,2017,4,4,0,65,2,16.25,62,104.83,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,30000000
Gujarat Lions,ER Dwivedi,2016,4,2,0,24,2,12,14,171.42,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,7500000
Kings XI Punjab,F Behardien,2016,3,3,1,14,2,7,13,107.69,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3000000
Rising Pune Supergiants,F du Plessis,2016,6,6,0,206,2,34.33,162,127.16,0,2,0,17,9,0,0,0,0,0,0,0,0,0,0,4,0,47500000
Rising Pune Supergiant,F du Plessis,2017,2,1,0,8,2,8,7,114.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000
Chennai Super Kings,F du Plessis,2018,6,6,1,162,2,32.4,129,125.58,0,1,0,17,6,0,0,0,0,0,0,0,0,0,0,1,0,30000000
Chennai Super Kings,F du Plessis,2019,12,12,1,396,2,36,321,123.36,0,3,0,36,15,0,0,0,0,0,0,0,0,0,0,12,0,50000000
