pkey,created_on,last_updated_on,version,balls,fours,innings,maidens,no_balls,position,runs_0,runs,sixes,status,wickets,wide_balls,match_pkey,player_pkey
22565,"2021-02-15 01:05:44",NULL,0,22,NULL,2,0,0,3,12,15,NULL,NULL,1,0,2098,2370
22566,"2021-02-15 01:05:44",NULL,0,6,NULL,2,0,0,4,0,7,NULL,NULL,0,0,2098,2366
22567,"2021-02-15 01:05:44",NULL,0,12,NULL,2,0,0,5,4,16,NULL,NULL,1,0,2098,2371
22568,"2021-02-15 01:05:46",NULL,0,18,NULL,1,0,0,1,9,23,NULL,NULL,2,0,2099,2705
22569,"2021-02-15 01:05:46",NULL,0,18,NULL,1,0,0,2,2,42,NULL,NULL,0,0,2099,3009
22570,"2021-02-15 01:05:46",NULL,0,24,NULL,1,0,0,3,11,18,NULL,NULL,1,0,2099,2708
22571,"2021-02-15 01:05:46",NULL,0,18,NULL,1,0,0,4,4,28,NULL,NULL,0,0,2099,2098
22572,"2021-02-15 01:05:46",NULL,0,24,NULL,1,0,0,5,5,50,NULL,NULL,0,0,2099,3002
22573,"2021-02-15 01:05:46",NULL,0,18,NULL,1,0,0,6,6,26,NULL,NULL,2,0,2099,3006
22574,"2021-02-15 01:05:46",NULL,0,6,NULL,2,0,0,1,3,9,NULL,NULL,0,0,2099,2885
22575,"2021-02-15 01:05:46",NULL,0,12,NULL,2,0,0,2,7,17,NULL,NULL,0,0,2099,2598
22576,"2021-02-15 01:05:46",NULL,0,12,NULL,2,0,0,3,8,12,NULL,NULL,2,0,2099,2254
22577,"2021-02-15 01:05:46",NULL,0,24,NULL,2,0,0,4,15,12,NULL,NULL,0,0,2099,212
22578,"2021-02-15 01:05:46",NULL,0,24,NULL,2,0,0,5,18,9,NULL,NULL,4,0,2099,2887
22579,"2021-02-15 01:05:46",NULL,0,24,NULL,2,0,0,6,14,16,NULL,NULL,1,0,2099,60
22580,"2021-02-15 01:05:46",NULL,0,12,NULL,2,0,0,7,9,7,NULL,NULL,2,0,2099,2888
22581,"2021-02-15 01:05:46",NULL,0,3,NULL,2,0,0,8,3,0,NULL,NULL,1,0,2099,18
22582,"2021-02-15 01:05:47",NULL,0,24,NULL,1,0,0,1,6,46,NULL,NULL,0,1,2100,175
22583,"2021-02-15 01:05:47",NULL,0,24,NULL,1,0,0,2,12,22,NULL,NULL,2,3,2100,1970
22584,"2021-02-15 01:05:47",NULL,0,24,NULL,1,0,0,3,10,26,NULL,NULL,1,0,2100,1977
22585,"2021-02-15 01:05:47",NULL,0,24,NULL,1,0,0,4,4,32,NULL,NULL,0,0,2100,1984
22586,"2021-02-15 01:05:47",NULL,0,18,NULL,1,0,0,5,2,24,NULL,NULL,1,0,2100,1978
22587,"2021-02-15 01:05:47",NULL,0,6,NULL,1,0,0,6,0,12,NULL,NULL,0,0,2100,2625
22588,"2021-02-15 01:05:47",NULL,0,24,NULL,2,0,0,1,6,36,NULL,NULL,0,0,2100,2
22589,"2021-02-15 01:05:47",NULL,0,24,NULL,2,0,0,2,12,29,NULL,NULL,2,0,2100,271
22590,"2021-02-15 01:05:47",NULL,0,24,NULL,2,0,0,3,6,30,NULL,NULL,1,0,2100,123
22591,"2021-02-15 01:05:47",NULL,0,24,NULL,2,0,0,4,9,20,NULL,NULL,1,2,2100,213
22592,"2021-02-15 01:05:47",NULL,0,24,NULL,2,0,0,5,7,34,NULL,NULL,0,1,2100,85
22593,"2021-02-15 01:05:49",NULL,0,18,NULL,1,0,0,1,7,23,NULL,NULL,3,2,2101,2890
22594,"2021-02-15 01:05:49",NULL,0,12,NULL,1,0,1,2,4,27,NULL,NULL,0,0,2101,2894
22595,"2021-02-15 01:05:49",NULL,0,24,NULL,1,0,0,3,10,36,NULL,NULL,1,0,2101,35
22596,"2021-02-15 01:05:49",NULL,0,24,NULL,1,0,0,4,15,19,NULL,NULL,2,0,2101,2734
22597,"2021-02-15 01:05:49",NULL,0,18,NULL,1,0,0,5,3,36,NULL,NULL,1,0,2101,1898
22598,"2021-02-15 01:05:49",NULL,0,24,NULL,1,0,0,6,13,12,NULL,NULL,1,0,2101,2657
22599,"2021-02-15 01:05:49",NULL,0,18,NULL,2,0,0,1,5,34,NULL,NULL,0,0,2101,2157
22600,"2021-02-15 01:05:49",NULL,0,23,NULL,2,0,0,2,11,36,NULL,NULL,2,1,2101,2154
22601,"2021-02-15 01:05:49",NULL,0,24,NULL,2,0,0,3,9,28,NULL,NULL,1,0,2101,2148
22602,"2021-02-15 01:05:49",NULL,0,24,NULL,2,0,0,4,6,33,NULL,NULL,1,1,2101,2160
22603,"2021-02-15 01:05:49",NULL,0,24,NULL,2,0,0,5,7,24,NULL,NULL,1,0,2101,2962
22604,"2021-02-15 01:05:51",NULL,0,14,NULL,1,0,0,1,6,17,NULL,NULL,2,0,2102,71
22605,"2021-02-15 01:05:51",NULL,0,18,NULL,1,0,0,2,10,16,NULL,NULL,2,1,2102,154
22606,"2021-02-15 01:05:51",NULL,0,24,NULL,1,1,0,3,15,15,NULL,NULL,3,0,2102,98
22607,"2021-02-15 01:05:51",NULL,0,6,NULL,1,0,0,4,2,5,NULL,NULL,0,0,2102,168
22608,"2021-02-15 01:05:51",NULL,0,24,NULL,1,0,0,5,10,22,NULL,NULL,2,1,2102,2573
22609,"2021-02-15 01:05:51",NULL,0,18,NULL,1,0,0,6,6,12,NULL,NULL,1,0,2102,133
22610,"2021-02-15 01:05:51",NULL,0,12,NULL,2,0,0,1,7,11,NULL,NULL,1,0,2102,2004
22611,"2021-02-15 01:05:51",NULL,0,18,NULL,2,0,0,2,11,22,NULL,NULL,0,0,2102,81
22612,"2021-02-15 01:05:51",NULL,0,12,NULL,2,0,0,3,7,17,NULL,NULL,0,0,2102,2235
22613,"2021-02-15 01:05:51",NULL,0,16,NULL,2,0,0,4,5,17,NULL,NULL,0,0,2102,196
22614,"2021-02-15 01:05:51",NULL,0,6,NULL,2,0,0,5,0,9,NULL,NULL,0,0,2102,244
22615,"2021-02-15 01:05:51",NULL,0,12,NULL,2,0,0,6,5,12,NULL,NULL,0,0,2102,7
22616,"2021-02-15 01:05:53",NULL,0,24,NULL,1,0,0,1,10,32,NULL,NULL,2,0,2103,57
22617,"2021-02-15 01:05:53",NULL,0,24,NULL,1,1,0,2,16,14,NULL,NULL,3,0,2103,2804
22618,"2021-02-15 01:05:53",NULL,0,12,NULL,1,0,0,3,2,13,NULL,NULL,0,0,2103,2152
22619,"2021-02-15 01:05:53",NULL,0,24,NULL,1,0,0,4,8,27,NULL,NULL,1,2,2103,201
22620,"2021-02-15 01:05:53",NULL,0,24,NULL,1,0,0,5,6,30,NULL,NULL,0,2,2103,189
22621,"2021-02-15 01:05:53",NULL,0,12,NULL,1,0,0,6,4,18,NULL,NULL,1,2,2103,2155
22622,"2021-02-15 01:05:53",NULL,0,18,NULL,2,0,0,1,5,30,NULL,NULL,0,0,2103,1954
22623,"2021-02-15 01:05:53",NULL,0,24,NULL,2,1,0,2,12,30,NULL,NULL,3,1,2103,2829
22624,"2021-02-15 01:05:53",NULL,0,17,NULL,2,0,0,3,10,25,NULL,NULL,1,1,2103,148
22625,"2021-02-15 01:05:53",NULL,0,24,NULL,2,0,0,4,9,24,NULL,NULL,1,0,2103,260
22626,"2021-02-15 01:05:53",NULL,0,24,NULL,2,0,0,5,6,28,NULL,NULL,0,1,2103,2473
22627,"2021-02-15 01:05:56",NULL,0,24,NULL,1,0,0,1,12,27,NULL,NULL,1,0,2104,1891
22628,"2021-02-15 01:05:56",NULL,0,24,NULL,1,0,0,2,13,21,NULL,NULL,0,0,2104,1902
22629,"2021-02-15 01:05:56",NULL,0,12,NULL,1,0,0,3,5,7,NULL,NULL,2,0,2104,2468
22630,"2021-02-15 01:05:56",NULL,0,24,NULL,1,0,0,4,12,28,NULL,NULL,0,0,2104,2161
22631,"2021-02-15 01:05:56",NULL,0,18,NULL,1,0,0,5,5,27,NULL,NULL,0,0,2104,1895
22632,"2021-02-15 01:05:56",NULL,0,18,NULL,1,0,0,6,4,34,NULL,NULL,1,1,2104,2467
22633,"2021-02-15 01:05:56",NULL,0,24,NULL,2,0,0,1,8,30,NULL,NULL,0,0,2104,38
22634,"2021-02-15 01:05:56",NULL,0,24,NULL,2,0,0,2,7,26,NULL,NULL,0,1,2104,2390
22635,"2021-02-15 01:05:56",NULL,0,18,NULL,2,0,0,3,6,21,NULL,NULL,0,0,2104,128
22636,"2021-02-15 01:05:56",NULL,0,24,NULL,2,1,0,4,11,15,NULL,NULL,1,0,2104,39
22637,"2021-02-15 01:05:56",NULL,0,12,NULL,2,0,0,5,5,20,NULL,NULL,0,0,2104,131
22638,"2021-02-15 01:05:56",NULL,0,18,NULL,2,0,0,6,4,37,NULL,NULL,1,0,2104,2394
22639,"2021-02-15 01:05:58",NULL,0,24,NULL,1,0,0,1,9,32,NULL,NULL,1,1,2105,2944
22640,"2021-02-15 01:05:58",NULL,0,18,NULL,1,0,0,2,8,28,NULL,NULL,0,0,2105,2931
22641,"2021-02-15 01:05:58",NULL,0,24,NULL,1,0,0,3,10,31,NULL,NULL,2,0,2105,2496
22642,"2021-02-15 01:05:58",NULL,0,18,NULL,1,0,0,4,6,22,NULL,NULL,0,0,2105,2219
22643,"2021-02-15 01:05:58",NULL,0,12,NULL,1,0,0,5,2,23,NULL,NULL,0,0,2105,2497
22644,"2021-02-15 01:05:58",NULL,0,24,NULL,1,0,0,6,10,28,NULL,NULL,2,0,2105,2924
22645,"2021-02-15 01:05:58",NULL,0,12,NULL,2,0,0,1,3,21,NULL,NULL,0,0,2105,235
22646,"2021-02-15 01:05:58",NULL,0,24,NULL,2,0,0,2,10,25,NULL,NULL,1,1,2105,271
22647,"2021-02-15 01:05:58",NULL,0,24,NULL,2,0,0,3,10,29,NULL,NULL,0,0,2105,85
22648,"2021-02-15 01:05:58",NULL,0,24,NULL,2,0,0,4,7,34,NULL,NULL,1,5,2105,213
22649,"2021-02-15 01:05:58",NULL,0,24,NULL,2,0,0,5,10,21,NULL,NULL,1,1,2105,1932
22650,"2021-02-15 01:05:58",NULL,0,6,NULL,2,0,0,6,2,6,NULL,NULL,0,1,2105,183
22651,"2021-02-15 01:05:58",NULL,0,6,NULL,2,0,0,7,0,10,NULL,NULL,0,0,2105,2726
22652,"2021-02-15 01:06:00",NULL,0,24,NULL,1,0,0,1,11,16,NULL,NULL,2,0,2106,201
22653,"2021-02-15 01:06:00",NULL,0,24,NULL,1,0,1,2,12,27,NULL,NULL,1,1,2106,2804
22654,"2021-02-15 01:06:00",NULL,0,12,NULL,1,0,0,3,3,29,NULL,NULL,0,0,2106,2805
22655,"2021-02-15 01:06:00",NULL,0,12,NULL,1,0,0,4,6,20,NULL,NULL,1,1,2106,2152
22656,"2021-02-15 01:06:00",NULL,0,24,NULL,1,0,0,5,10,35,NULL,NULL,1,4,2106,189
22657,"2021-02-15 01:06:00",NULL,0,24,NULL,1,0,0,6,10,24,NULL,NULL,4,0,2106,2155
22658,"2021-02-15 01:06:00",NULL,0,18,NULL,2,0,0,1,12,22,NULL,NULL,1,2,2106,2329
22659,"2021-02-15 01:06:00",NULL,0,22,NULL,2,0,0,2,12,29,NULL,NULL,1,0,2106,271
22660,"2021-02-15 01:06:00",NULL,0,24,NULL,2,0,0,3,4,33,NULL,NULL,0,0,2106,85
22661,"2021-02-15 01:06:00",NULL,0,24,NULL,2,0,0,4,2,42,NULL,NULL,0,1,2106,1932
22662,"2021-02-15 01:06:00",NULL,0,24,NULL,2,0,0,5,7,32,NULL,NULL,1,1,2106,213
22663,"2021-02-15 01:06:04",NULL,0,24,NULL,1,0,0,1,7,35,NULL,NULL,1,0,2107,71
22664,"2021-02-15 01:06:04",NULL,0,24,NULL,1,0,0,2,9,37,NULL,NULL,0,1,2107,154
22665,"2021-02-15 01:06:04",NULL,0,24,NULL,1,0,0,3,12,31,NULL,NULL,1,1,2107,98
22666,"2021-02-15 01:06:04",NULL,0,24,NULL,1,0,0,4,8,29,NULL,NULL,1,1,2107,133
22667,"2021-02-15 01:06:04",NULL,0,24,NULL,1,0,0,5,8,24,NULL,NULL,0,0,2107,168
22668,"2021-02-15 01:06:04",NULL,0,24,NULL,2,0,0,1,12,36,NULL,NULL,1,0,2107,1891
22669,"2021-02-15 01:06:04",NULL,0,24,NULL,2,1,0,2,13,28,NULL,NULL,3,0,2107,1902
22670,"2021-02-15 01:06:04",NULL,0,24,NULL,2,0,0,3,11,25,NULL,NULL,1,0,2107,2467
22671,"2021-02-15 01:06:04",NULL,0,24,NULL,2,0,0,4,9,22,NULL,NULL,0,0,2107,2161
22672,"2021-02-15 01:06:04",NULL,0,18,NULL,2,0,0,5,5,18,NULL,NULL,2,1,2107,1895
22673,"2021-02-15 01:06:04",NULL,0,6,NULL,2,0,0,6,1,5,NULL,NULL,1,0,2107,2468
22674,"2021-02-15 01:06:06",NULL,0,24,NULL,1,1,0,1,17,11,NULL,NULL,0,0,2108,201
22675,"2021-02-15 01:06:06",NULL,0,18,NULL,1,0,0,2,6,16,NULL,NULL,1,1,2108,2152
22676,"2021-02-15 01:06:06",NULL,0,24,NULL,1,0,1,3,15,20,NULL,NULL,4,0,2108,239
22677,"2021-02-15 01:06:06",NULL,0,24,NULL,1,0,1,4,7,27,NULL,NULL,0,1,2108,189
22678,"2021-02-15 01:06:06",NULL,0,18,NULL,1,0,0,5,7,29,NULL,NULL,1,1,2108,2804
22679,"2021-02-15 01:06:06",NULL,0,12,NULL,1,0,0,6,5,16,NULL,NULL,1,0,2108,2155
22680,"2021-02-15 01:06:06",NULL,0,18,NULL,2,0,0,1,6,20,NULL,NULL,1,1,2108,1891
22681,"2021-02-15 01:06:06",NULL,0,24,NULL,2,0,0,2,10,34,NULL,NULL,1,0,2108,1902
22682,"2021-02-15 01:06:06",NULL,0,24,NULL,2,0,0,3,9,25,NULL,NULL,0,1,2108,2161
22683,"2021-02-15 01:06:06",NULL,0,12,NULL,2,0,0,4,6,12,NULL,NULL,0,0,2108,2468
22684,"2021-02-15 01:06:06",NULL,0,24,NULL,2,0,0,5,10,23,NULL,NULL,1,2,2108,2467
22685,"2021-02-15 01:06:06",NULL,0,6,NULL,2,0,0,6,0,8,NULL,NULL,0,0,2108,1895
22686,"2021-02-15 01:06:14",NULL,0,18,NULL,1,0,0,1,0,37,NULL,NULL,0,1,2109,3061
22687,"2021-02-15 01:06:14",NULL,0,24,NULL,1,0,0,2,0,37,NULL,NULL,2,0,2109,96
22688,"2021-02-15 01:06:14",NULL,0,24,NULL,1,0,0,3,0,34,NULL,NULL,1,1,2109,184
22689,"2021-02-15 01:06:14",NULL,0,24,NULL,1,0,0,4,0,38,NULL,NULL,0,0,2109,3060
22690,"2021-02-15 01:06:14",NULL,0,24,NULL,1,0,0,5,0,37,NULL,NULL,2,2,2109,3068
22691,"2021-02-15 01:06:14",NULL,0,6,NULL,1,0,0,6,0,8,NULL,NULL,0,0,2109,140
22692,"2021-02-15 01:06:14",NULL,0,12,NULL,2,0,1,1,0,31,NULL,NULL,0,0,2109,536
22693,"2021-02-15 01:06:14",NULL,0,14,NULL,2,0,0,2,0,24,NULL,NULL,0,0,2109,486
22694,"2021-02-15 01:06:14",NULL,0,24,NULL,2,0,0,3,0,44,NULL,NULL,2,3,2109,499
22695,"2021-02-15 01:06:14",NULL,0,24,NULL,2,0,0,4,0,33,NULL,NULL,1,0,2109,100
22696,"2021-02-15 01:06:14",NULL,0,18,NULL,2,0,0,5,0,32,NULL,NULL,1,2,2109,485
22697,"2021-02-15 01:06:14",NULL,0,12,NULL,2,0,0,6,0,12,NULL,NULL,1,0,2109,482
22698,"2021-02-15 01:06:14",NULL,0,6,NULL,2,0,0,7,0,14,NULL,NULL,0,0,2109,939
22699,"2021-02-15 01:06:21",NULL,0,24,NULL,1,0,0,1,0,30,NULL,NULL,1,0,2110,3079
22700,"2021-02-15 01:06:21",NULL,0,18,NULL,1,0,0,2,0,39,NULL,NULL,0,1,2110,480
22701,"2021-02-15 01:06:21",NULL,0,12,NULL,1,0,0,3,0,22,NULL,NULL,0,0,2110,3076
22702,"2021-02-15 01:06:21",NULL,0,24,NULL,1,0,0,4,0,39,NULL,NULL,5,3,2110,639
22703,"2021-02-15 01:06:21",NULL,0,18,NULL,1,0,0,5,0,36,NULL,NULL,0,2,2110,3082
22704,"2021-02-15 01:06:21",NULL,0,24,NULL,1,0,0,6,0,48,NULL,NULL,2,3,2110,211
22705,"2021-02-15 01:06:21",NULL,0,18,NULL,2,0,0,1,0,24,NULL,NULL,2,0,2110,3072
22706,"2021-02-15 01:06:21",NULL,0,18,NULL,2,0,0,2,0,20,NULL,NULL,2,0,2110,547
22707,"2021-02-15 01:06:21",NULL,0,12,NULL,2,0,0,3,0,17,NULL,NULL,1,0,2110,161
22708,"2021-02-15 01:06:21",NULL,0,16,NULL,2,0,0,4,0,18,NULL,NULL,3,1,2110,546
22709,"2021-02-15 01:06:21",NULL,0,6,NULL,2,1,0,5,0,0,NULL,NULL,2,0,2110,3078
22710,"2021-02-15 01:06:25",NULL,0,24,NULL,1,0,0,1,0,39,NULL,NULL,0,1,2111,495
22711,"2021-02-15 01:06:25",NULL,0,24,NULL,1,0,0,2,0,29,NULL,NULL,2,1,2111,3087
22712,"2021-02-15 01:06:25",NULL,0,24,NULL,1,0,0,3,0,47,NULL,NULL,1,1,2111,278
22713,"2021-02-15 01:06:25",NULL,0,6,NULL,1,0,0,4,0,12,NULL,NULL,0,0,2111,3086
22714,"2021-02-15 01:06:25",NULL,0,24,NULL,1,0,0,5,0,21,NULL,NULL,2,0,2111,195
22715,"2021-02-15 01:06:25",NULL,0,18,NULL,1,0,0,6,0,28,NULL,NULL,0,0,2111,500
22716,"2021-02-15 01:06:25",NULL,0,24,NULL,2,0,0,1,0,29,NULL,NULL,1,0,2111,841
22717,"2021-02-15 01:06:25",NULL,0,24,NULL,2,0,0,2,0,18,NULL,NULL,2,0,2111,538
22718,"2021-02-15 01:06:25",NULL,0,24,NULL,2,0,0,3,0,36,NULL,NULL,1,0,2111,1213
22719,"2021-02-15 01:06:25",NULL,0,24,NULL,2,0,1,4,0,37,NULL,NULL,3,1,2111,497
22720,"2021-02-15 01:06:25",NULL,0,24,NULL,2,0,0,5,0,19,NULL,NULL,0,0,2111,1251
22721,"2021-02-15 01:06:28",NULL,0,24,NULL,1,0,0,1,0,30,NULL,NULL,3,2,2112,3060
22722,"2021-02-15 01:06:28",NULL,0,24,NULL,1,0,0,2,0,34,NULL,NULL,0,1,2112,96
22723,"2021-02-15 01:06:28",NULL,0,24,NULL,1,0,0,3,0,44,NULL,NULL,1,1,2112,184
22724,"2021-02-15 01:06:28",NULL,0,18,NULL,1,0,1,4,0,29,NULL,NULL,1,0,2112,3061
22725,"2021-02-15 01:06:28",NULL,0,12,NULL,1,0,0,5,0,37,NULL,NULL,2,2,2112,3068
22726,"2021-02-15 01:06:28",NULL,0,18,NULL,1,0,0,6,0,37,NULL,NULL,1,1,2112,140
22727,"2021-02-15 01:06:28",NULL,0,24,NULL,2,0,0,1,0,60,NULL,NULL,0,2,2112,52
22728,"2021-02-15 01:06:28",NULL,0,24,NULL,2,0,0,2,0,44,NULL,NULL,0,3,2112,3087
22729,"2021-02-15 01:06:28",NULL,0,24,NULL,2,0,0,3,0,28,NULL,NULL,1,1,2112,495
22730,"2021-02-15 01:06:28",NULL,0,24,NULL,2,0,0,4,0,27,NULL,NULL,3,0,2112,278
22731,"2021-02-15 01:06:28",NULL,0,24,NULL,2,0,0,5,0,42,NULL,NULL,1,0,2112,195
22732,"2021-02-15 01:06:31",NULL,0,12,NULL,1,0,0,1,0,20,NULL,NULL,0,0,2113,3097
22733,"2021-02-15 01:06:31",NULL,0,24,NULL,1,0,0,2,0,42,NULL,NULL,0,1,2113,161
22734,"2021-02-15 01:06:31",NULL,0,18,NULL,1,0,0,3,0,28,NULL,NULL,2,1,2113,3078
22735,"2021-02-15 01:06:31",NULL,0,6,NULL,1,0,0,4,0,13,NULL,NULL,1,0,2113,3072
22736,"2021-02-15 01:06:31",NULL,0,18,NULL,1,0,0,5,0,37,NULL,NULL,0,1,2113,3075
22737,"2021-02-15 01:06:31",NULL,0,18,NULL,1,0,0,6,0,32,NULL,NULL,1,0,2113,493
22738,"2021-02-15 01:06:31",NULL,0,24,NULL,1,0,0,7,0,37,NULL,NULL,1,0,2113,3077
22739,"2021-02-15 01:06:31",NULL,0,24,NULL,2,0,0,1,0,37,NULL,NULL,2,2,2113,486
22740,"2021-02-15 01:06:31",NULL,0,24,NULL,2,0,0,2,0,58,NULL,NULL,1,2,2113,485
22741,"2021-02-15 01:06:31",NULL,0,24,NULL,2,0,1,3,0,37,NULL,NULL,2,1,2113,499
22742,"2021-02-15 01:06:31",NULL,0,18,NULL,2,0,1,4,0,29,NULL,NULL,1,0,2113,3094
22743,"2021-02-15 01:06:31",NULL,0,6,NULL,2,0,1,5,0,7,NULL,NULL,0,0,2113,482
22744,"2021-02-15 01:06:31",NULL,0,24,NULL,2,0,0,6,0,36,NULL,NULL,0,0,2113,560
22745,"2021-02-15 01:06:34",NULL,0,24,NULL,1,0,0,1,0,28,NULL,NULL,3,0,2115,841
22746,"2021-02-15 01:06:34",NULL,0,12,NULL,1,0,0,2,0,14,NULL,NULL,0,0,2115,538
22747,"2021-02-15 01:06:34",NULL,0,24,NULL,1,0,0,3,0,38,NULL,NULL,0,2,2115,1213
22748,"2021-02-15 01:06:34",NULL,0,18,NULL,1,0,0,4,0,21,NULL,NULL,1,1,2115,497
22749,"2021-02-15 01:06:34",NULL,0,24,NULL,1,0,0,5,0,14,NULL,NULL,2,0,2115,1251
22750,"2021-02-15 01:06:34",NULL,0,18,NULL,1,0,0,6,0,20,NULL,NULL,0,0,2115,3085
22751,"2021-02-15 01:06:34",NULL,0,24,NULL,2,0,0,1,0,39,NULL,NULL,1,0,2115,9
22752,"2021-02-15 01:06:34",NULL,0,24,NULL,2,0,0,2,0,36,NULL,NULL,2,0,2115,3087
22753,"2021-02-15 01:06:34",NULL,0,24,NULL,2,0,0,3,0,19,NULL,NULL,1,0,2115,495
22754,"2021-02-15 01:06:34",NULL,0,24,NULL,2,0,0,4,0,23,NULL,NULL,2,0,2115,195
22755,"2021-02-15 01:06:34",NULL,0,24,NULL,2,0,0,5,0,24,NULL,NULL,1,0,2115,500
22756,"2021-02-15 01:06:36",NULL,0,24,NULL,1,0,0,1,0,39,NULL,NULL,0,0,2116,485
22757,"2021-02-15 01:06:36",NULL,0,24,NULL,1,0,0,2,0,21,NULL,NULL,2,0,2116,499
22758,"2021-02-15 01:06:36",NULL,0,24,NULL,1,0,1,3,0,42,NULL,NULL,1,0,2116,3094
22759,"2021-02-15 01:06:36",NULL,0,18,NULL,1,0,0,4,0,28,NULL,NULL,1,0,2116,3103
22760,"2021-02-15 01:06:36",NULL,0,18,NULL,1,0,0,5,0,23,NULL,NULL,0,0,2116,560
22761,"2021-02-15 01:06:36",NULL,0,12,NULL,1,0,0,6,0,17,NULL,NULL,1,0,2116,482
22762,"2021-02-15 01:06:36",NULL,0,12,NULL,2,0,0,1,0,10,NULL,NULL,1,0,2116,3072
22763,"2021-02-15 01:06:36",NULL,0,24,NULL,2,0,0,2,0,28,NULL,NULL,1,0,2116,3099
22764,"2021-02-15 01:06:36",NULL,0,18,NULL,2,0,1,3,0,30,NULL,NULL,0,3,2116,3078
22765,"2021-02-15 01:06:36",NULL,0,12,NULL,2,0,0,4,0,22,NULL,NULL,1,0,2116,161
22766,"2021-02-15 01:06:36",NULL,0,24,NULL,2,0,0,5,0,27,NULL,NULL,3,0,2116,3104
22767,"2021-02-15 01:06:36",NULL,0,24,NULL,2,0,1,6,0,28,NULL,NULL,1,1,2116,3077
22768,"2021-02-15 01:06:36",NULL,0,6,NULL,2,0,0,7,0,6,NULL,NULL,1,0,2116,3075
22769,"2021-02-15 01:06:38",NULL,0,12,NULL,1,0,0,1,0,19,NULL,NULL,0,1,2117,3105
22770,"2021-02-15 01:06:38",NULL,0,18,NULL,1,0,0,2,0,38,NULL,NULL,1,2,2117,480
22771,"2021-02-15 01:06:38",NULL,0,12,NULL,1,0,0,3,0,20,NULL,NULL,1,0,2117,639
22772,"2021-02-15 01:06:38",NULL,0,18,NULL,1,0,0,4,0,33,NULL,NULL,3,0,2117,3079
22773,"2021-02-15 01:06:38",NULL,0,18,NULL,1,0,0,5,0,33,NULL,NULL,1,1,2117,1488
22774,"2021-02-15 01:06:38",NULL,0,18,NULL,1,0,0,6,0,29,NULL,NULL,0,0,2117,3082
22775,"2021-02-15 01:06:38",NULL,0,24,NULL,1,0,0,7,0,39,NULL,NULL,2,1,2117,211
22776,"2021-02-15 01:06:38",NULL,0,18,NULL,2,0,0,1,0,12,NULL,NULL,4,1,2117,495
22777,"2021-02-15 01:06:38",NULL,0,18,NULL,2,0,0,2,0,33,NULL,NULL,0,0,2117,3087
22778,"2021-02-15 01:06:38",NULL,0,18,NULL,2,0,0,3,0,17,NULL,NULL,2,0,2117,209
22779,"2021-02-15 01:06:38",NULL,0,18,NULL,2,0,0,4,0,22,NULL,NULL,3,1,2117,500
22780,"2021-02-15 01:06:38",NULL,0,18,NULL,2,0,0,5,0,18,NULL,NULL,1,1,2117,195
22781,"2021-02-15 01:06:40",NULL,0,24,NULL,1,0,0,1,0,34,NULL,NULL,0,2,2118,3060
22782,"2021-02-15 01:06:40",NULL,0,24,NULL,1,0,1,2,0,54,NULL,NULL,1,3,2118,184
22783,"2021-02-15 01:06:40",NULL,0,24,NULL,1,0,1,3,0,46,NULL,NULL,2,0,2118,3064
22784,"2021-02-15 01:06:40",NULL,0,6,NULL,1,0,0,4,0,17,NULL,NULL,0,0,2118,3106
22785,"2021-02-15 01:06:40",NULL,0,24,NULL,1,0,0,5,0,27,NULL,NULL,3,2,2118,3068
22786,"2021-02-15 01:06:40",NULL,0,18,NULL,1,0,0,6,0,25,NULL,NULL,1,0,2118,3061
22787,"2021-02-15 01:06:40",NULL,0,12,NULL,2,0,0,1,0,12,NULL,NULL,2,0,2118,3085
22788,"2021-02-15 01:06:40",NULL,0,18,NULL,2,0,0,2,0,34,NULL,NULL,0,1,2118,3107
22789,"2021-02-15 01:06:40",NULL,0,18,NULL,2,0,0,3,0,46,NULL,NULL,2,4,2118,497
22790,"2021-02-15 01:06:40",NULL,0,24,NULL,2,0,0,4,0,36,NULL,NULL,1,0,2118,841
22791,"2021-02-15 01:06:40",NULL,0,24,NULL,2,0,1,5,0,36,NULL,NULL,1,0,2118,1251
22792,"2021-02-15 01:06:40",NULL,0,24,NULL,2,0,1,6,0,41,NULL,NULL,1,3,2118,3108
22793,"2021-02-15 01:06:43",NULL,0,24,NULL,1,0,0,1,0,28,NULL,NULL,1,0,2120,3072
22794,"2021-02-15 01:06:43",NULL,0,24,NULL,1,0,1,2,0,33,NULL,NULL,0,0,2120,3099
22795,"2021-02-15 01:06:43",NULL,0,24,NULL,1,0,0,3,0,16,NULL,NULL,5,2,2120,3078
22796,"2021-02-15 01:06:43",NULL,0,12,NULL,1,0,0,4,0,19,NULL,NULL,0,0,2120,3075
22797,"2021-02-15 01:06:43",NULL,0,24,NULL,1,0,0,5,0,26,NULL,NULL,2,1,2120,3077
22798,"2021-02-15 01:06:43",NULL,0,12,NULL,1,0,0,6,0,22,NULL,NULL,1,0,2120,3104
22799,"2021-02-15 01:06:43",NULL,0,19,NULL,2,0,0,1,0,24,NULL,NULL,0,0,2120,1488
22800,"2021-02-15 01:06:43",NULL,0,24,NULL,2,0,0,2,0,20,NULL,NULL,2,0,2120,3079
22801,"2021-02-15 01:06:43",NULL,0,18,NULL,2,0,0,3,0,26,NULL,NULL,1,1,2120,639
